costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,lt,rect,wcap,dp,ebitda,ni,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,total_debt,ebitda_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio,n_nulos
I,USD,STD,INDL,C,FBSS,2002-12-31,106404,FAUQUIER BANKSHARES INC,14.0,2002,273.669,321.499,24.937,295.068,213.697,47.842,0.942,10.304,3.93,23.396,7.664,9.268,3.304,15.21,4899.0,FAUQUIER BANKSHARES,0,19.0,0.4404171653274064,0.0590981620471603,0.031740821371150696,0.0122239882550179,0.3234529025191676,50.25384,4.877119565217391,0.0727716104871243,0.0775647824721072,5
I,USD,STD,INDL,C,OART,2000-01-31,8096,OHIO ART CO,19.0,1999,4.016,25.883,2.409,20.797,7.342,7.217,1.987,2.673,0.431,53.447,13.332,0.798,0.887,18.25,3944.0,OHIO ART CO,0,13.642,0.0500121615806312,0.5270640961248696,0.0149306789904017,0.0166518564308619,0.3470212049814877,16.18775,6.056023194912084,2.064946103620137,0.0930726731831704,0
A,USD,STD,INDL,C,SIM,2013-12-31,28535,GRUPO SIMEC SA DE CV,12.0,2013,229.766,2540.834,533.267,534.805,236.696,877.768,80.387,144.673,115.785,1860.508,55.86,242.629,164.429,12.26,3312.0,GRUPO SIMEC DE CV,0,0.301,0.0777599451332646,0.0001184650394319,0.1304100815476203,0.0455696830253373,1.6412860762333936,2015.89954,13.934179425324697,0.7322430351608961,0.2098787248596327,0
I,USD,STD,INDL,C,AYE4,2000-12-31,14436,ALLEGHENY GENERATING CO,0.0,2000,1.603,602.045,0.05,457.674,65.522,-60.403,16.963,59.412,21.88,70.027,62.247,0.978,0.001,14.72,4899.0,ALLEGHENY GENERATING CO,0,202.295,0.7232583440183394,0.3360130887226037,0.0139660416696417,0.0363427982958084,-0.1319782203052828,417.5604,5.4193478578814185,0.1163152256060593,8.305027032862994e-05,5
A,USD,STD,INDL,C,PVTCY,2010-12-31,63265,PFEIFFER VACUUM TECHNOLOGY,19.0,2010,72.001,627.238,112.753,269.007,126.231,220.662,5.6,80.171,50.613,292.548,61.995,6.487,9.868,117.103,3560.0,PFEIFFER VACUUM TECHNOLOGY,0,104.37,0.2740439175793374,0.1663961685994789,0.0221741389447201,0.080691858592751,0.8202834870468054,1155.572404,14.413845455339212,0.4664066909211495,0.1797611114122549,0
I,USD,STD,INDL,C,HFBA,2001-06-30,106770,HFB FINANCIAL CORP,19.0,2001,181.948,217.405,13.888,196.936,136.863,47.842,0.486,4.162,1.489,16.712,2.95,9.268,1.297,11.45,4899.0,HFB FINANCIAL,0,12.453,0.2490426041168023,0.057280191347945,0.031740821371150696,0.0068489685149835,0.3234529025191676,14.850649999999998,3.568152330610283,0.0768703571674984,0.0638807755111428,5
I,USD,STD,INDL,C,0223B,2002-12-31,10292,TNP ENTERPRISES INC,1.0,2002,41.987,1238.925,16.69,1008.39,94.384,-144.52,27.811,140.932,32.235,687.371,62.247,39.783,34.034499999999994,14.72,4911.0,TNP ENTERPRISES,0,691.7950000000001,0.2050304711720453,0.558383275823799,0.0578770416558161,0.0260185241237363,-0.1433175656244112,417.5604,5.4193478578814185,0.554812438202474,0.0134713562160744,4
I,USD,STD,INDL,C,REVRQ,2020-12-31,62290,REVLON INC  -CL A,19.0,2020,203.3,2527.7,97.1,4389.7,352.3,202.2,143.3,190.9,-619.0,1908.5,1042.2,10.3,54.968,11.88,2844.0,REVLON -CL A,0,3428.5,0.1000261985852764,1.3563714048344346,0.0053969085669373,-0.2448866558531471,0.0460623732829122,653.01984,3.420743006809848,0.7550342208331685,0.038414368793765,0
I,USD,STD,INDL,C,USPI.1,2005-12-31,142459,UNITED SURGICAL PRTNRS -OLD,14.0,2005,19.095,1028.841,130.44,433.793,54.754,90.946,31.406,142.275,47.294,474.741,39.793,30.905,44.283,32.15,8011.0,UNITED SURGICAL PRTNRS -OLD,0,286.48600000000005,0.2996897255556188,0.2784550771207602,0.0650986537922783,0.0459682302707609,0.2096529911732093,1423.69845,10.00666631523458,0.4614328161494342,0.1267834388404039,0
A,USD,STD,INDL,C,RDWR,2010-12-31,125074,RADWARE LTD,14.0,2010,5.913,260.635,89.654,75.645,17.814,67.456,9.052,17.508,9.634,144.119,106.459,5.65,20.461,37.51,3576.0,RADWARE,0,0.0,0.1214829411805521,0.0,0.0392037135977907,0.0369635697431273,0.8917443320774672,767.4921099999999,43.83665238748001,0.5529533638997065,0.3439829646824102,0
I,USD,STD,INDL,C,SHOP.1,2003-12-31,264712,SHOPPING.COM LTD,14.0,2003,5.434,61.606,25.699,14.754,11.139,23.967,2.81,10.269,6.922,67.039,55.747,2.102,5.171,14.72,7370.0,SHOPPING COM,0,0.0,0.1531794925341965,0.0,0.0313548829785647,0.1123591857935915,1.6244408296055306,417.5604,5.4193478578814185,1.0881894620653831,0.4171509268577736,2
I,USD,STD,INDL,C,NRGY.1,2009-09-30,142952,INERGY LP-OLD,11.0,2009,71.7,2133.1,11.6,1329.4,94.7,-10.4,88.8,267.1,101.4,1570.6,279.6,224.8,59.807,29.78,5900.0,INERGY LP-OLD,0,1093.3,0.1700623965363555,0.5125404341099807,0.1431300140073857,0.0475364492991421,-0.0078230780803369,1781.05246,6.668111044552602,0.736299282734049,0.0054380947916178,0
A,USD,STD,INDL,C,GNW,2015-12-31,158354,GENWORTH FINANCIAL INC,11.0,2015,8442.0,106431.0,8353.0,91794.0,25797.0,47.842,64.0,1072.0,-615.0,8546.0,62.247,0.0,498.0,3.73,6311.0,GENWORTH FINANCIAL,0,6898.0,0.1254388017786099,0.0648119438885287,0.0,-0.0057783916340164,0.3234529025191676,1857.54,1.7327798507462686,0.0802961543159417,0.0784827728763236,3
A,USD,STD,INDL,C,STM,2015-12-31,31142,STMICROELECTRONICS NV,11.0,2015,525.0,8195.0,2110.0,3502.0,1090.0,3120.0,736.0,888.0,104.0,6897.0,2180.0,529.0,878.537,6.66,3674.0,STMICROELECTRONICS NV,0,1612.0,0.1287516311439756,0.196705308114704,0.0767000144990575,0.0126906650396583,0.8909194745859509,5851.056420000001,6.589027500000001,0.8416107382550335,0.2574740695546064,0
I,USD,STD,INDL,C,VELCF,2003-09-30,11128,VELCRO INDUSTRIES NV,19.0,2003,16.201,345.948,20.4,72.414,37.478,58.636,18.898,52.978,23.197,261.242,51.109,8.709,30.04,11.35,3960.0,VELCRO INDUSTRIES NV,0,31.513,0.2027928127942673,0.0910917247678841,0.0333369060105189,0.0670534299952594,0.8097329245725965,340.954,6.43576578957303,0.7551481725577255,0.0589683998751257,0
A,USD,STD,INDL,C,CQP,2020-12-31,176914,CHENIERE ENERGY PARTNERS LP,11.0,2020,12.0,19145.0,1307.0,18606.0,502.0,1252.0,551.0,2717.0,1183.0,6167.0,110.0,972.0,484.0,35.25,5171.0,CHENIERE ENERGY PARTNERS LP,0,17677.0,0.4405707799578401,0.9233220161922172,0.1576131019944867,0.0617915904936014,0.0672901214661937,17061.0,6.279352226720648,0.3221206581352833,0.0682684774092452,0
A,USD,STD,INDL,C,CHG1,2015-12-31,156417,CENTRAL HUDSON GAS & ELECTR,0.0,2015,39.478,1904.032,5.935,1346.882,91.603,11.038,44.074,144.843,45.588,690.858,62.247,140.648,16.862,14.72,4931.0,CENTRAL HUDSON GAS & ELECTR,0,549.056,0.2096566877708588,0.2883649014302281,0.2035845282243239,0.0239428749096653,0.008195224228997,417.5604,5.4193478578814185,0.3628394900926034,0.0031170694610174,3
A,USD,STD,INDL,C,AAME,2001-12-31,16671,ATLANTIC AMERICAN CORP,14.0,2001,37.294,412.019,87.728,324.493,94.135,47.842,1.68,9.167,3.597,163.308,62.247,0.93,21.246,2.204,6331.0,ATLANTIC AMERICAN,0,44.0,0.0561331961692017,0.1067911916683453,0.0056947608200455,0.0087301799188872,0.3234529025191676,46.826184,5.108125231809752,0.3963603620221397,0.2129222196063773,3
I,USD,STD,INDL,C,TIF,2006-01-31,13646,TIFFANY & CO,11.0,2005,71.279,2777.272,393.609,946.359,142.294,1334.233,113.527,500.548,254.655,2395.153,955.319,157.036,142.509,37.7,5944.0,TIFFANY & CO,0,471.676,0.2089837267180844,0.1698342834263262,0.0655640787874511,0.0916924953695569,1.4098592605977225,5372.5893,10.733414777403963,0.8624121079966239,0.1417250452962475,0
I,USD,STD,INDL,C,CVX1,2008-12-31,148210,CHEVRON PHILLIPS CHEM CO LLC,0.0,2008,419.0,6676.0,256.0,2530.0,763.0,454.0,299.0,518.0,276.0,12646.0,572.0,403.0,34.034499999999994,14.72,2911.0,CHEVRON PHILLIPS CHEM,0,1304.0,0.0409615688755337,0.1953265428400239,0.0318677842796141,0.0413421210305572,0.1794466403162055,417.5604,5.4193478578814185,1.8942480527261836,0.0383463151587777,3
A,USD,STD,INDL,C,CX,2000-12-31,105089,CEMEX S A B DE C V,11.0,2000,559.703,15762.637,308.144,8112.32,881.276,-1915.812,371.555,2025.73,999.526,5621.991,826.316,398.354,307.491,18.0625,3241.0,CEMEX S A B DE C V,0,5672.022,0.3603225263078507,0.3598396638836509,0.0708563923350286,0.0634110904158993,-0.2361608023352136,5554.056187499999,2.7417554103952644,0.3566656391313205,0.0195490132774103,0
I,USD,STD,INDL,C,FE5,2017-12-31,177034,FIRSTENERGY SOLUTIONS CORP,0.0,2017,255.0,5514.0,1.0,7584.0,426.0,-458.0,109.0,74.0,-2391.0,3098.0,62.247,529.0,34.034499999999994,14.72,4911.0,FIRSTENERGY SOLUTIONS,0,2928.0,0.0238863783085861,0.5310119695321001,0.170755326016785,-0.4336235038084874,-0.0603902953586497,417.5604,5.4193478578814185,0.5618425825172289,0.0001813565469713,4
I,USD,STD,INDL,C,KND,2014-12-31,17239,KINDRED HEALTHCARE INC,11.0,2014,175.725,5652.964,266.432,4166.992,952.794,532.799,155.57,370.351,-79.837,5027.599,959.84,96.338,69.977,18.18,8051.0,KINDRED HEALTHCARE,0,2877.138,0.0736635917064984,0.5089609627798797,0.0191618305278523,-0.0141230335095005,0.1278617765524867,1272.18186,3.4350706761963656,0.8893739638179192,0.0471313809888051,0
I,USD,STD,INDL,C,CTAM,2009-12-31,2811,CASTLE (A M) & CO,19.0,2009,71.295,558.001,28.311,239.793,124.802,202.548,21.291,-15.781,-26.903,812.638,217.067,8.749,22.906,13.69,5051.0,CASTLE (A M) & CO,0,89.18400000000001,-0.0194194709083257,0.1598276705597302,0.0107661714071948,-0.0482131752452056,0.8446785352366416,313.58314,-19.87092959888473,1.4563378918675771,0.0507364682142146,0
A,USD,STD,INDL,C,MTEX,2019-12-31,112968,MANNATECH INC,14.0,2019,3.526,62.923,25.705,35.648,1.175,12.137,2.088,7.021,3.289,157.728,119.157,1.22,2.381,16.09,2834.0,MANNATECH,0,8.294,0.0445133394197606,0.1318118970805588,0.0077348346520592,0.0522702350491871,0.340467908438061,38.31029,5.4565289844751454,2.5066827710058326,0.4085151693339478,0
A,USD,STD,INDL,C,ELS,2004-12-31,27875,EQUITY LIFESTYLE PPTYS INC,11.0,2004,36.146,1886.289,5.305,1719.674,14.759,47.842,1.657,109.193,4.026,351.737,62.247,0.444,22.937,35.75,6798.0,EQUITY LIFESTYLE PPTYS,0,1653.051,0.310439333934161,0.876350866701762,0.00126230678035,0.0021343495084793,0.3234529025191676,819.99775,7.509618290549761,0.1864703658877298,0.0028124004328074,3
A,USD,STD,INDL,C,WW,2012-12-31,145308,WW INTERNATIONAL INC,14.0,2012,49.349,1218.607,70.215,2884.066,37.363,-229.888,36.64,530.945,257.426,1824.812,571.981,48.807,55.754,52.36,7200.0,WW,0,2406.364,0.2909587398592294,1.9746842091010477,0.0267463168808622,0.2112461195446932,-0.0797096876423771,2919.27944,5.498270894348755,1.497457342687183,0.0576190683296583,0
I,USD,STD,INDL,C,8550B,2012-12-31,165653,DELTA TUCKER HOLDINGS INC,1.0,2012,287.35,1970.716,120.434,1524.962,782.237,298.906,51.814,197.735,-8.937,4044.275,149.162,5.528,34.034499999999994,14.72,7381.0,DELTA TUCKER,0,782.909,0.0488925703618077,0.3972713470637068,0.0013668704526769,-0.0045349000058861,0.1960088185803974,417.5604,5.4193478578814185,2.05218560157831,0.0611117989603778,3
I,USD,STD,INDL,C,RNWK,2009-12-31,65899,REALNETWORKS INC,14.0,2009,32.703,606.883,384.9,223.819,60.937,278.198,31.454,-26.184,-216.764,562.264,397.76,16.807,135.057,3.71,7372.0,REALNETWORKS,0,0.0,-0.0465688715621131,0.0,0.0298916523199066,-0.3571759301216214,1.2429597129823653,501.06146999999993,-19.13616979835013,0.9264784151146102,0.6342243892150545,0
A,USD,STD,INDL,C,ICCH,2018-12-31,29598,ICC HOLDINGS INC,14.0,2018,0.993,150.283,6.879,91.69,29.637,47.842,0.637,1.777,0.893,51.164,62.247,0.497,2.999,13.65,6331.0,ICC,0,3.485,0.0347314518020483,0.0231895823213537,0.0097138613087327,0.0059421225288289,0.3234529025191676,40.93635,23.03677546426562,0.3404510157502845,0.0457736403984482,3
A,USD,STD,INDL,C,CMCSA,2004-12-31,3226,COMCAST CORP,14.0,2004,2041.0,104694.0,2007.0,62804.0,959.0,-5100.0,3420.0,6328.0,970.0,20307.0,5314.0,3660.0,2212.069,33.28,4841.0,COMCAST,0,23592.0,0.3116166839021027,0.2253424265000859,0.1802334170483084,0.0092650963761056,-0.0812050187886122,73617.65632,11.633637218710492,0.1939652702160582,0.0191701530173648,0
I,USD,STD,INDL,C,3CLRY,2001-12-31,3099,CLARY CORP,13.0,2001,0.528,3.568,0.837,1.661,0.429,2.304,0.026,1.322,1.11,7.49,1.474,0.08,1.807,0.65,3620.0,CLARY,0,1.0,0.1765020026702269,0.2802690582959641,0.0106809078771695,0.3110986547085202,1.3871161950632147,1.17455,0.8884644478063539,2.0992152466367715,0.2345852017937219,0
A,USD,STD,INDL,C,LE,2017-01-31,19581,LANDS' END INC,14.0,2016,162.408,1114.391,216.408,842.979,39.284,358.546,19.003,41.032,-109.782,1335.76,535.376,33.319,32.029,15.35,5961.0,LANDS END,0,495.193,0.0307180930706114,0.4443619878480712,0.0249438521890159,-0.0985129994768442,0.425332066397858,491.64515000000006,11.981993322285048,1.1986457177059038,0.1941939588528622,0
I,USD,STD,INDL,C,ECXJ,2010-05-31,160623,GLOBAL ENTERTAINMENT CORP,19.0,2009,0.739,2.452,0.193,1.856,1.042,-0.324,0.075,-1.963,-2.622,11.308,6.694,0.044,6.646,0.2,7900.0,GLOBAL ENTERTAINMENT,0,0.079,-0.1735939158118146,0.0322185970636215,0.0038910505836575,-1.0693311582381728,-0.1745689655172413,1.3292000000000002,-0.6771268466632706,4.611745513866231,0.0787112561174551,0
A,USD,STD,INDL,C,STE,2007-03-31,25313,STERIS PLC,11.0,2006,76.184,1209.17,52.296,434.878,251.207,267.321,60.256,204.541,82.155,1197.407,360.522,49.024,64.982,26.56,3842.0,STERIS,0,101.577,0.1708199467683085,0.084005557531199,0.0409418017432669,0.0679432999495521,0.6147034340665659,1725.92192,8.438024259194979,0.9902718393608838,0.0432495017243232,0
A,USD,STD,INDL,C,FTCI,2020-12-31,38673,FTC SOLAR INC,14.0,2020,17.127,71.393,33.373,63.942,23.734,5.908,0.047,-16.879,-15.924,187.352,20.565,0.256,8.022,14.72,3600.0,FTC SOLAR,0,2.381,-0.0900924463042828,0.0333506086030843,0.0013664118877834,-0.2230470774445674,0.0923962340871414,417.5604,5.4193478578814185,2.624234868964745,0.4674547924866583,2
I,USD,STD,INDL,C,PMII,2005-12-31,178722,POWER MEDICAL INTERVENTIONS,19.0,2005,4.087,23.869,7.933,17.076,1.843,7.398,1.388,-25.402,-27.436,11.999,26.443,4.7,3.752,14.72,3841.0,POWER MEDICAL INTERVENTIONS,0,10.533,-2.117009750812568,0.441283673383887,0.3916993082756896,-1.149440697138548,0.4332396345748418,417.5604,5.4193478578814185,0.5027022497800495,0.3323557752733671,2
A,USD,STD,INDL,C,EDAP,2008-12-31,65189,EDAP TMS SA  -ADR,14.0,2008,7.051,61.053,20.837,37.125,21.661,29.688,1.823,-4.723,2.223,32.087,17.386,0.519,9.583,1.44,3845.0,EDAP TMS -ADR,0,19.326,-0.1471935674883909,0.3165446415409562,0.0161747748309284,0.0364109871750773,0.7996767676767677,13.79952,-2.9217700614016517,0.5255597595531752,0.3412936301246458,0
I,USD,STD,INDL,C,RVDPY,2001-06-30,132643,RIVERDEEP GROUP PLC,20.0,2001,5.452,212.853,53.986,32.139,34.615,62.84,22.748,-23.986,-52.712,51.884,68.502,6.197,34.247,28.0,7372.0,RIVERDEEP,0,2.4370000000000003,-0.4623005165368899,0.0114492161256829,0.1194395189268368,-0.2476450883943378,1.9552568530445875,958.916,-39.978153923121816,0.2437550797968551,0.2536304397870831,0
I,USD,STD,INDL,C,WEST.2,2006-12-31,31456,WESTERN SIZZLIN CORP,19.0,2006,0.555,19.82,2.345,2.422,1.56,3.237,1.057,1.731,0.274,17.403,2.341,0.492,1.788,8.48,5812.0,WESTERN SIZZLIN,0,0.8480000000000001,0.0994656093776935,0.0427850655903128,0.0282709877607309,0.013824419778002,1.3364987613542527,15.16224,8.759237435008666,0.8780524722502522,0.1183148335015136,0
A,USD,STD,INDL,C,NMRK,2020-12-31,32748,NEWMARK GROUP INC,14.0,2020,97.304,3982.45,291.682,3041.258,376.795,113.78,122.696,301.388,80.06,1904.998,62.247,19.626,182.461,7.29,6531.0,NEWMARK,0,2022.962,0.1582090899832965,0.5079692149305076,0.010302373020864,0.020103202802295,0.0374121498406251,1330.1406900000002,4.413383047765672,0.4783482529598614,0.0732418486107798,1
I,USD,STD,INDL,C,CRSR.,2009-12-31,184982,CORSAIR COMPONENTS INC -REDH,14.0,2009,38.927,100.637,2.854,111.445,38.563,-11.741,1.936,-8.902,-8.69,325.633,57.495,1.004,61.261,14.72,4899.0,CORSAIR COMPONENTS -REDH,0,25.102,-0.0273375241452801,0.2494311237417649,0.0030832255944575,-0.0863499508133191,-0.1053524159899502,417.5604,5.4193478578814185,3.23571847332492,0.0283593509345469,3
A,USD,STD,INDL,C,MHO,2004-12-31,12615,M/I HOMES INC,11.0,2004,51.162,978.526,24.517,490.915,0.0,47.842,2.448,162.087,91.534,1174.635,139.382,1.684,14.176,55.11,1531.0,M/I HOMES,0,317.37,0.1379892477237609,0.3243347647379834,0.0014336368318669,0.0935427367285079,0.3234529025191676,781.23936,4.819876732865684,1.2004126614928985,0.0250550317518389,2
A,USD,STD,INDL,C,RNST,2001-12-31,25173,RENASANT CORP,11.0,2001,1063.055,1254.727,71.412,1131.145,816.342,47.842,3.979,33.773,14.587,112.155,32.67,9.268,5.705,37.0,4899.0,RENASANT,0,47.326,0.3011279033480451,0.037718164987284,0.031740821371150696,0.0116256364930379,0.3234529025191676,211.085,6.2501110354425125,0.0893859779856494,0.0569143726085435,5
A,USD,STD,INDL,C,THR,2012-03-31,186360,THERMON GROUP HOLDINGS INC,11.0,2011,15.728,425.579,21.468,233.099,55.23,61.146,13.971,72.873,12.03,270.515,61.834,8.883,30.208,20.45,3690.0,THERMON,0,139.14499999999998,0.2693861708223204,0.3269545724765554,0.0328373657652995,0.0282673722152643,0.2623177276607793,617.7535999999999,8.477125958859933,0.6356399164432455,0.0504442183472398,0
A,USD,STD,INDL,C,GBIM,2012-12-31,12257,GLOBEIMMUNE INC,19.0,2012,2.957,4.241,2.003,25.569,0.0,-5.462,0.925,-1.041,-2.015,14.642,62.247,0.109,0.092,14.72,2836.0,GLOBEIMMUNE,0,0.0,-0.0710968446933479,0.0,0.0074443382051632,-0.4751237915585947,-0.2136180531111893,417.5604,5.4193478578814185,3.4524876208441406,0.472294270219288,3
A,USD,STD,INDL,C,BAX,2018-12-31,2086,BAXTER INTERNATIONAL INC,11.0,2018,1004.0,15641.0,1832.0,7825.0,1812.0,3083.0,773.0,2540.0,1624.0,11127.0,3066.0,681.0,512.999,65.82,2834.0,BAXTER,0,3477.0,0.2282735687966208,0.2223003644268269,0.0612024804529522,0.1038296784093088,0.3939936102236421,33765.59418,13.293541015748032,0.7113995268844703,0.1171280608656735,0
A,USD,STD,INDL,C,TRAK,2006-06-30,116166,REPOSITRAK INC,11.0,2006,0.112,4.826,3.517,3.344,0.341,2.535,0.288,2.601,1.394,7.085,3.185,0.022,446.562,0.06,7372.0,REPOSITRAK,0,1.864,0.3671136203246295,0.3862411935350187,0.0031051517290049,0.2888520513883133,0.758074162679426,26.79372,10.301314878892734,1.4680895151263988,0.7287608785743888,0
A,USD,STD,INDL,C,UXIN,2016-12-31,33697,UXIN LIMITED,14.0,2016,7.032,333.858,163.507,286.071,103.281,33.252,7.562,-173.034,-195.556,118.753,222.528,13.672,16.44,14.72,7370.0,UXIN LIMITED,0,29.392,-1.457091610317213,0.0880374290866176,0.1151297230385758,-0.5857460357397457,0.1162368782574955,417.5604,5.4193478578814185,0.3556991295700567,0.4897501332902012,2
A,USD,STD,INDL,C,ESINQ,2014-12-31,31224,ITT EDUCATIONAL SERVICES INC,19.0,2014,67.848,752.838,141.977,610.766,56.967,-31.319,26.456,122.172,23.32,961.783,403.266,6.092,23.45,9.61,8200.0,ITT EDUCATIONAL SERVICES,0,303.067,0.1270265746015473,0.4025660235004078,0.0063340691195415,0.0309761196964021,-0.0512782309427833,225.3545,1.844567495007039,1.2775431102043202,0.188589045717671,0
I,USD,STD,INDL,C,VSTY,2002-12-31,129849,VARSITY GROUP INC,14.0,2002,0.203,19.074,18.45,2.062,0.263,16.948,0.176,0.53,0.661,16.573,4.294,0.028,16.142,2.07,5961.0,VARSITY,0,0.0,0.0319797260604597,0.0,0.0016894949616846,0.034654503512635,8.219204655674103,33.41394,63.04516981132075,0.8688791024431163,0.9672853098458634,0
A,USD,STD,INDL,C,DGICA,2011-12-31,16714,DONEGAL GROUP INC,14.0,2011,21.588,1290.793,69.887,907.341,325.422,47.842,1.0,-5.635,0.453,472.995,62.247,0.239,25.548,14.16,6331.0,DONEGAL,0,74.965,-0.011913445173839,0.0580767016864826,0.000505290753602,0.0003509470534779,0.3234529025191676,361.75968,-64.19870097604259,0.3664375310371222,0.0541426859302769,3
A,USD,STD,INDL,C,VCEL,2004-06-30,64334,VERICEL CORP,14.0,2004,0.186,18.166,16.926,0.558,0.246,17.274,0.125,-10.532,-10.488,1.302,11.261,0.157,81.373,0.9,2836.0,VERICEL,0,0.0,-8.089093701996928,0.0,0.1205837173579109,-0.5773422877903776,30.956989247311828,73.23570000000001,-6.953636536270415,0.0716723549488054,0.9317406143344708,0
A,USD,STD,INDL,C,NAII,2019-06-30,13765,NATURAL ALTERNATIVES,14.0,2019,8.634,93.49,25.04,17.406,16.865,57.136,3.465,10.112,6.541,138.29,17.614,5.327,7.225,11.66,2834.0,NATURAL ALTERNATIVES,0,0.0,0.0731217007737363,0.0,0.0385205003977149,0.0699647021071772,3.2825462484200854,84.2435,8.331042325949367,1.4791956358968874,0.2678361322066531,0
A,USD,STD,INDL,C,BBVA,2011-12-31,15181,BANCO BILBAO VIZCAYA ARGENTA,11.0,2011,429085.867,775380.642,74005.775,723413.4,456521.167,47.842,1098.813,17587.496,3897.089,45335.446,7991.368,1703.355,4856.809,8.57,6020.0,BANCO BILBAO VIZCAYA ARGENTA,0,183272.166,0.3879413913783929,0.2363641237254411,0.0375722563752874,0.0050260333943183,0.3234529025191676,41622.85313,2.366616210175684,0.0584686327518607,0.0954444449491428,2
I,USD,STD,INDL,C,GGIT,2001-03-31,24371,GEOGRAPHICS INC,19.0,2000,5.401,27.085,0.421,21.624,7.344,-4.992,1.257,-2.823,-5.257,36.602,9.487,1.104,38.192,0.2,2750.0,GEOGRAPHICS,0,11.986,-0.0771269329544833,0.4425327672143252,0.0301622862138681,-0.1940926712202325,-0.2308546059933407,7.638400000000001,-2.705773999291534,1.3513752999815394,0.0155436588517629,0
A,USD,STD,INDL,C,EML,2014-12-31,4186,EASTERN CO,14.0,2014,8.257,121.271,15.835,46.296,17.444,57.845,3.486,15.204,7.661,140.825,20.768,3.633,6.244,17.07,3420.0,EASTERN CO,0,4.285,0.1079637848393396,0.0353340864674984,0.0257979762116101,0.0631725639270724,1.249459996543978,106.58508,7.010331491712707,1.1612421766127103,0.1305753230368348,0
A,USD,STD,INDL,C,CR,2013-12-31,3580,CRANE CO,11.0,2013,229.828,3559.607,270.643,2344.934,460.324,480.19,57.495,405.371,219.502,2595.281,535.646,29.461,58.185,67.25,3490.0,CRANE CO,0,874.996,0.1561954177601577,0.245812529304499,0.0113517572856272,0.06166467253267,0.2047776184745498,3912.94125,9.65274094594828,0.7290920036959136,0.0760317079947308,0
A,USD,STD,INDL,C,FRBA,2011-12-31,177009,FIRST BANK,14.0,2011,234.661,264.909,25.413,240.927,203.717,47.842,0.422,2.574,2.103,12.002,4.404,0.149,3.887,4.75,6020.0,FIRST BANK,0,5.428,0.2144642559573404,0.0204900550755165,0.0124145975670721,0.0079385751333476,0.3234529025191676,18.46325,7.172979797979798,0.0453061239897474,0.0959310555700259,2
I,USD,STD,INDL,C,OCR,2014-12-31,8133,OMNICARE INC,11.0,2014,219.358,6107.79,153.799,3367.363,617.761,731.273,89.036,698.42,144.527,6417.615,809.16,82.531,98.428,72.93,5912.0,OMNICARE,0,1964.276,0.1088285913068951,0.32160175775526,0.0128600734073327,0.0236627323467244,0.2171648854014254,7178.35404,10.277990378282407,1.0507262037496377,0.0251807937077076,0
A,USD,STD,INDL,C,BLDR,2006-12-31,163036,BUILDERS FIRSTSOURCE,11.0,2006,84.944,748.515,93.258,491.651,196.658,295.596,22.346,168.957,68.893,2239.454,426.798,27.192,34.832,17.83,2452.0,BUILDERS FIRSTSOURCE,0,319.2,0.0754456220132228,0.4264443598324682,0.0121422453865986,0.0920395716852701,0.6012313612704947,621.0545599999999,3.6758143196197848,2.9918625545246256,0.1245906895653393,0
A,USD,STD,INDL,C,YORW,2010-12-31,11657,YORK WATER CO,14.0,2010,1.245,259.931,1.327,168.674,6.293,3.462,4.592,24.359,8.929,39.005,6.725,10.541,12.692,17.29,4941.0,YORK WATER CO,0,85.173,0.6245096782463787,0.3276754215541817,0.2702474041789514,0.0343514240317622,0.0205247993170257,219.44468,9.008772117081982,0.150059054133597,0.0051052009956488,0
I,USD,STD,INDL,C,EMKR,2004-09-30,64637,EMCORE CORP,14.0,2004,16.064,213.243,51.572,127.434,20.99,58.541,14.5,-21.337,-13.426,93.069,44.326,4.173,46.931,1.97,3559.0,EMCORE,0,96.121,-0.2292600113893992,0.4507580553640682,0.0448377010605035,-0.0629610350632846,0.4593828962443304,92.45407,-4.333039790036087,0.4364457449951464,0.2418461567319912,0
A,USD,STD,INDL,C,VASO,2003-05-31,14985,VASO CORP,19.0,2002,2.668,35.328,5.223,8.009,7.641,11.478,1.133,-4.683,-4.791,24.824,21.389,0.326,57.822,1.08,3845.0,VASO,0,1.286,-0.1886480825008056,0.0364017210144927,0.0131324524653561,-0.1356148097826087,1.433137720064927,62.44776000000001,-13.334990390775149,0.7026721014492754,0.1478430706521739,0
I,USD,STD,INDL,C,ICLK.1,2010-12-31,177576,INTERCLICK INC,14.0,2010,20.147,72.971,13.449,35.555,44.517,25.195,0.823,9.182,4.078,101.202,35.227,0.805,24.066,5.37,7310.0,INTERCLICK,0,9.917,0.0907294322246596,0.1359033040522947,0.0079543882531965,0.0558852146743226,0.7086204471944875,129.23442,14.074757133522109,1.3868797193405598,0.1843060942018062,0
