costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,lt,rect,wcap,dp,ebitda,ni,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,total_debt,ebitda_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio,n_nulos
I,USD,STD,INDL,C,CEB,2016-12-31,118502,CEB INC,11.0,2016,16.546,1412.592,134.929,1587.522,284.042,-129.547,102.176,214.266,-34.658,949.794,391.18,23.621,32.242,60.6,8742.0,CEB,1,874.553,0.2255920757553743,0.6191122418929174,0.0248696033034531,-0.0245350391337342,-0.0816032785687379,1953.8652,9.118876536641372,0.672376737231982,0.0955187343550013,0
I,USD,STD,INDL,C,HUG,2006-01-31,5774,HUGHES SUPPLY INC,11.0,2005,572.4,2763.6,181.5,1367.5,727.5,955.2,34.0,306.4,151.7,5437.7,894.2,69.8,66.9,46.1,4899.0,HUGHES SUPPLY,1,494.9,0.0563473527410486,0.1790780141843971,0.012836309469077,0.0548921696338109,0.6985009140767825,3084.09,10.065567885117495,1.9676147054566508,0.0656752062527138,1
I,USD,STD,INDL,C,AVNR,2014-09-30,21776,AVANIR PHARMACEUTICALS INC,14.0,2014,6.724,306.983,273.19,33.594,22.831,268.724,1.402,-44.942,-50.436,115.029,157.851,3.058,193.673,11.92,2834.0,AVANIR PHARMACEUTICALS,1,0.0,-0.3907014752801467,0.0,0.0265846004051152,-0.1642957427609997,7.999166517830564,2308.58216,-51.36803346535535,0.3747080457224016,0.8899189857418814,0
A,USD,STD,INDL,C,GM2,2009-06-30,17197,GENERAL MOTORS FINL CO INC,0.0,2009,0.0,11984.214,1247.972,9920.522,10234.908,47.842,109.574,799.682,13.887,2019.172,62.247,1.003,133.172,13.55,6141.0,GENERAL MOTORS FINL,1,9610.457,0.3960445172575689,0.8019263507811193,0.0004967382669727,0.0011587743676806,0.3234529025191676,1804.4806,2.256497707838866,0.1684859766355974,0.1041346558063799,3
I,USD,STD,INDL,C,MDG,2006-12-31,13401,MERIDIAN GOLD INC,11.0,2006,20.1,527.9,190.6,166.5,19.3,174.5,28.1,110.0,48.6,240.0,49.3,43.8,101.09,27.79,1040.0,MERIDIAN GOLD,1,1.2,0.4583333333333333,0.0022731577950369,0.1825,0.092062890698996,1.048048048048048,2809.2911,25.53901,0.4546315590073878,0.3610532297783671,0
I,USD,STD,INDL,C,SKYF.,2006-12-31,28342,SKY FINANCIAL GROUP INC,14.0,2006,13220.653,17726.094,398.104,15845.446,12653.827,47.842,12.13,403.843,190.338,1228.483,315.841,23.236,116.978,28.54,6020.0,SKY FINANCIAL,1,2417.741,0.3287330797414372,0.1363944589259201,0.0189143846516394,0.0107377293610199,0.3234529025191676,3338.55212,8.266955524795526,0.0693036491852068,0.0224586420448859,3
I,USD,STD,INDL,C,AH.Z,2006-12-31,15290,ARMOR HOLDINGS INC,11.0,2006,219.784,2318.111,40.313,1467.425,303.103,-94.674,40.484,284.543,134.562,2360.884,196.659,34.049,35.546,54.85,3842.0,ARMOR,1,767.414,0.1205239223951706,0.3310514466304676,0.0144221401813896,0.0580481262545236,-0.0645170962740855,1949.6981,6.852033260350808,1.0184516617193915,0.0173904528299119,0
I,USD,STD,INDL,C,4267A,2005-12-31,1048,ANR PIPELINE CO,0.0,2005,56.0,2617.0,0.0,1570.0,101.0,-94.0,40.0,257.0,147.0,548.0,62.247,125.0,0.001,14.72,4922.0,ANR PIPELINE CO,1,740.0,0.468978102189781,0.2827665265571265,0.2281021897810219,0.0561711883836454,-0.0598726114649681,417.5604,5.4193478578814185,0.2094000764233855,0.0,3
I,USD,STD,INDL,C,ICO,2010-12-31,162283,INTERNATIONAL COAL GROUP INC,11.0,2010,78.899,1479.697,215.276,725.432,82.686,227.636,107.538,209.804,30.111,1166.471,35.569,102.912,203.824,7.74,1221.0,INTERNATIONAL COAL,1,329.14700000000005,0.1798621654546062,0.2224421621453582,0.0882250823209492,0.0203494364048855,0.3137937118847804,1577.59776,7.519388381537054,0.788317473104291,0.145486542177216,0
I,USD,STD,INDL,C,LI.3,2006-08-31,6557,LAIDLAW INTERNATIONAL INC,11.0,2006,140.3,3038.7,425.1,1830.8,210.5,209.4,215.8,452.3,124.9,3131.9,305.9,329.3,81.6,27.0,4100.0,LAIDLAW,1,807.3000000000001,0.1444171269836201,0.2656728206140784,0.1051438423959896,0.0411031033007536,0.1143762289709416,2203.2,4.871103250055272,1.0306710106295456,0.139895349985191,0
I,USD,STD,INDL,C,MPG.4,2016-12-31,21845,METALDYNE PERFORMANCE GROUP,11.0,2016,260.5,3190.5,209.7,2511.3,349.4,390.3,221.3,448.2,96.3,2790.7,242.3,194.5,65.7,22.95,3714.0,METALDYNE PERFORMANCE,1,1846.1,0.1606048661626115,0.5786240401191036,0.0696957752535206,0.0301833568406205,0.1554175128419543,1507.815,3.3641566265060243,0.8746904873844225,0.0657263751763046,0
I,USD,STD,INDL,C,POG.3,2004-12-31,62756,PATINA OIL & GAS CORP,11.0,2004,105.822,1429.039,3.024,1018.22,90.581,-104.249,125.35,365.516,150.963,544.815,28.448,258.322,70.684,37.5,1311.0,PATINA OIL & GAS,1,297.0,0.6708992960913337,0.2078319765940607,0.4741462698347145,0.1056395241837346,-0.1023835713303608,2650.65,7.251802930651462,0.3812457182764082,0.0021161073980486,0
I,USD,STD,INDL,C,PPP.3,2006-12-31,8655,POGO PRODUCING CO,11.0,2006,181.2,6971.1,22.7,4403.7,279.2,-33.6,484.6,733.0,446.2,1440.3,267.9,1019.3,58.429,48.44,1311.0,POGO PRODUCING CO,1,2319.7,0.5089217524126918,0.3327595357977937,0.7076997847670624,0.0640071150894406,-0.0076299475441106,2830.30076,3.861256152796726,0.206610147609416,0.0032563010141871,0
I,USD,STD,INDL,C,STEI,2012-10-31,24538,STEWART ENTERPRISES  -CL A,14.0,2012,25.214,2221.685,84.951,1797.364,52.441,112.292,25.639,107.4,35.896,516.097,28.521,20.846,84.915,7.77,7200.0,STEWART ENTERPRISES -CL A,1,321.893,0.2081004152320203,0.1448868764023702,0.0403916318056489,0.0161571059803707,0.062475936983271,659.78955,6.14329189944134,0.2322998084786997,0.0382371938416112,0
I,USD,STD,INDL,C,FIG.2,2016-12-31,176595,FORTRESS INVESTMENT GRP LLC,11.0,2016,381.975,2201.374,397.125,1313.629,353.424,47.842,22.729,246.668,94.442,1163.806,62.247,17.363,216.892,4.86,6282.0,FORTRESS INVESTMENT GRP,1,182.838,0.2119494142494539,0.0830563093776886,0.0149191531921986,0.0429013879513431,0.3234529025191676,1054.09512,4.273335495483808,0.5286725472364079,0.1803986964504896,3
I,USD,STD,INDL,C,LUFK,2012-12-31,6836,LUFKIN INDUSTRIES INC,14.0,2012,88.391,1435.219,72.308,621.248,261.723,379.489,43.283,197.805,81.857,1281.2,157.625,78.119,33.568,58.13,3533.0,LUFKIN INDUSTRIES,1,326.704,0.1543904152357165,0.2276335527888078,0.0609733062753668,0.0570345013548454,0.6108494514268054,1951.30784,9.864805439700715,0.8926860639386741,0.0503811613419276,0
I,USD,STD,INDL,C,SEP,2017-12-31,177739,SPECTRA ENERGY PARTNERS LP,11.0,2017,259.0,22056.0,110.0,10155.0,372.0,-544.0,346.0,1863.0,609.0,2810.0,62.247,1888.0,312.4,39.54,4922.0,SPECTRA ENERGY PARTNERS LP,1,8463.0,0.6629893238434164,0.3837051142546246,0.6718861209964413,0.0276115342763873,-0.0535696701132447,12352.295999999998,6.630325281803541,0.1274029742473703,0.004987305041712,1
I,USD,STD,INDL,C,THOR.1,2014-12-31,10550,THORATEC CORP,14.0,2014,12.662,763.983,230.478,131.186,83.625,323.012,16.567,85.484,50.391,477.56,248.55,8.243,54.109,32.46,3845.0,THORATEC,1,0.0,0.1790015914230672,0.0,0.0172606583465951,0.0659582739406505,2.462244446815971,1756.37814,20.546279303729357,0.6250924431564577,0.3016794876325782,0
A,USD,STD,INDL,C,0185A,2014-12-31,25330,UNITED SURGICAL PRTNRS INTL,0.0,2014,23.272,2583.857,47.385,2008.02,81.184,-124.545,26.004,186.06,61.047,640.824,59.023,12.281,34.034499999999994,14.72,8062.0,UNITED SURGICAL PRTNRS,1,1475.871,0.2903449309014644,0.5711891176640193,0.0191643883499993,0.023626307493023,-0.0620237846236591,417.5604,5.4193478578814185,0.2480106290711908,0.0183388631801218,3
I,USD,STD,INDL,C,OLBK,2018-12-31,66161,OLD LINE BANCSHARES INC,14.0,2018,2296.049,2950.007,44.501,2579.237,2409.228,47.842,5.327,64.244,27.218,123.255,35.834,1.47,17.031,26.32,6020.0,OLD LINE BANCSHARES,1,266.556,0.5212283477343719,0.0903577516934705,0.0119264938542046,0.0092264187847689,0.3234529025191676,448.25592,6.9773974223273765,0.0417812567902381,0.0150850489507313,2
I,USD,STD,INDL,C,APFH,2016-12-31,27148,ADVANCEPIERRE FOODS HOLDINGS,11.0,2016,57.374,1247.011,104.44,1548.213,82.458,184.964,64.723,274.574,136.288,1568.259,213.92,38.392,78.079,29.78,2000.0,ADVANCEPIERRE FOODS,1,1078.9309999999998,0.1750820495849218,0.8652136989970416,0.0244806501987235,0.1092917384048737,0.1194693495016512,2325.19262,8.468364156839321,1.2576144075713849,0.083752268424256,0
I,USD,STD,INDL,C,CSFL,2019-12-31,142088,CENTERSTATE BANK CORP,14.0,2019,13136.392,17142.025,490.058,14245.307,11943.288,47.842,14.438,453.047,225.396,851.82,288.584,23.814,125.174,24.98,6020.0,CENTERSTATE BANK,1,739.162,0.5318576694606841,0.0431198764440023,0.0279566105515249,0.0131487382616697,0.3234529025191676,3126.84652,6.90181486689019,0.0496919121282345,0.0285881043809001,2
I,USD,STD,INDL,C,JLG,2005-07-31,6207,JLG INDUSTRIES INC,11.0,2005,200.323,1203.597,223.597,725.005,419.866,489.187,28.899,155.421,57.173,1735.03,160.723,46.692,51.645,31.34,3531.0,JLG INDUSTRIES,1,289.351,0.0895782781853916,0.2404052186903091,0.0269113502360189,0.0475017800808742,0.6747360363031979,1618.5543,10.414000038604822,1.4415373252010433,0.1857739758407507,0
I,USD,STD,INDL,C,WHQA,2007-12-31,140569,W-H ENERGY SERVICES INC,19.0,2007,54.756,1007.03,23.076,351.502,252.313,290.038,79.286,321.845,146.411,1127.007,194.662,200.088,30.699,56.21,1389.0,W-H ENERGY SERVICES,1,150.0,0.2855749786824749,0.1489528613844672,0.1775392699424227,0.1453889159210748,0.8251389750271692,1725.5907900000002,5.361558483120757,1.1191394496688285,0.0229149081953864,0
I,USD,STD,INDL,C,WEBX,2006-12-31,134164,WEBEX COMMUNICATIONS INC,14.0,2006,5.253,516.257,345.152,56.031,53.838,370.226,20.982,100.584,48.574,380.012,234.339,14.997,49.29,34.89,7370.0,WEBEX COMMUNICATIONS,1,0.0,0.264686378324895,0.0,0.0394645432249507,0.0940887968589287,6.607520836679695,1719.7281,17.09743199713672,0.7360907455007875,0.6685662373585249,0
I,USD,STD,INDL,C,YRK,2004-12-31,13135,YORK INTERNATIONAL CORP,11.0,2004,718.345,3010.415,42.881,2131.552,804.141,401.81,76.647,225.835,81.579,4510.143,701.629,82.696,41.771,34.54,3585.0,YORK,1,565.007,0.0500726917084447,0.1876840900673163,0.018335560535442,0.0270989215772576,0.1885058398762967,1442.77034,6.388603803661965,1.4981798190614914,0.0142442154985276,0
I,USD,STD,INDL,C,MVK,2005-12-31,23774,MAVERICK TUBE CORP,11.0,2005,116.218,1239.29,23.071,672.434,227.033,308.011,29.494,287.315,172.28,1785.233,93.162,84.58,36.908,39.86,3317.0,MAVERICK TUBE,1,465.089,0.1609397764885592,0.3752866560692009,0.0473775692024514,0.1390150812158574,0.4580538759194211,1471.15288,5.120348328489637,1.4405288511970564,0.0186163044969296,0
I,USD,STD,INDL,C,MMR,2012-12-31,30234,MCMORAN EXPLORATION CO,11.0,2012,83.937,2677.122,114.867,1073.911,52.548,-144.368,173.817,40.489,-104.294,376.888,181.258,505.132,162.104,16.05,1311.0,MCMORAN EXPLORATION CO,1,557.302,0.107429793466494,0.2081720593981148,1.3402708496954003,-0.0389575073530455,-0.1344319966924633,2601.7692,64.25866778631234,0.1407810327657835,0.042906897780527,0
I,USD,STD,INDL,C,CTX.2,2009-03-31,2845,CENTEX CORP,11.0,2008,96.749,5918.114,1768.548,4939.448,437.362,47.842,25.3,-1272.693,-1388.754,3826.53,984.795,4.919,124.437,7.5,1531.0,CENTEX,1,3223.924,-0.3325971572155451,0.5447553054909048,0.0012854988723464,-0.2346615830651454,0.3234529025191676,933.2775,-0.7333092112551889,0.6465792987428091,0.2988364198459171,2
I,USD,STD,INDL,C,GSM.3,2014-06-30,274165,GLOBE SPECIALTY METALS INC,14.0,2014,46.509,845.239,108.191,332.541,115.154,225.006,45.228,77.933,14.408,752.817,89.951,47.075,73.749,20.78,3330.0,GLOBE SPECIALTY METALS,1,135.02,0.103521838640732,0.1597418008397625,0.0625317972362473,0.0170460662605487,0.6766263408121104,1532.50422,19.66438119923524,0.8906557790163492,0.1280004827037086,0
I,USD,STD,INDL,C,VTS.,2006-07-31,3949,VERITAS DGC INC,11.0,2006,107.863,1158.03,402.257,447.486,215.244,243.232,244.895,377.774,82.231,822.188,66.15,233.537,35.871,57.27,1382.0,VERITAS DGC,1,156.71900000000002,0.4594739889173765,0.1353324179857171,0.2840433088296107,0.0710093866307435,0.5435522005157704,2054.33217,5.4379924769835934,0.7099885149780231,0.3473631943904735,0
I,USD,STD,INDL,C,WNG,2006-12-31,6347,WASHINGTON GROUP INTL INC,11.0,2006,335.045,1732.324,297.571,924.128,627.786,407.136,44.967,125.047,80.846,3398.098,75.728,64.392,28.842,59.79,8711.0,WASHINGTON,1,0.0,0.0367991152697773,0.0,0.0189494240601654,0.0466690988521777,0.4405623463416323,1724.46318,13.790520204403144,1.9615833989484648,0.1717756031781583,0
I,USD,STD,INDL,C,ROMA.1,2012-12-31,175127,ROMA FINANCIAL CORP,14.0,2012,1484.569,1814.14,144.451,1598.531,1037.404,47.842,2.539,17.804,0.624,73.764,33.754,3.624,29.657,15.12,4899.0,ROMA FINANCIAL,1,92.385,0.2413643511740144,0.0509249561775827,0.0491296567431267,0.00034396463338,0.3234529025191676,448.41384,25.18612895978432,0.0406605884882092,0.0796250565006008,3
I,USD,STD,INDL,C,CSE,2013-12-31,154755,CAPITALSOURCE INC,11.0,2013,6127.69,8905.49,514.452,7268.863,6690.037,47.842,14.4,287.636,164.292,528.965,62.247,34.988,196.855,14.37,6159.0,CAPITALSOURCE,1,1037.156,0.5437713270254175,0.116462541645659,0.0661442628529297,0.0184483953156985,0.3234529025191676,2828.80635,9.834674206288502,0.0593976300012688,0.0577679611116288,3
I,USD,STD,INDL,C,NVLS.1,2011-12-31,14623,NOVELLUS SYSTEMS INC,14.0,2011,51.195,1936.635,915.838,836.105,191.322,1176.908,35.021,327.245,250.679,1352.85,372.501,25.501,69.646,41.29,3559.0,NOVELLUS SYSTEMS,1,375.361,0.2418930406179547,0.1938212414832944,0.0188498355323945,0.1294404985967928,1.4076078961374467,2875.68334,8.787554706718208,0.6985570332045016,0.4729017083756102,0
I,USD,STD,INDL,C,FNGN,2017-12-31,184009,FINANCIAL ENGINES INC,14.0,2017,28.699,925.902,224.543,80.763,116.116,284.735,24.967,120.201,46.66,480.506,155.32,8.657,63.049,30.3,6282.0,FINANCIAL ENGINES,1,0.373,0.2501550448901782,0.0004028504096545,0.0180164243526615,0.0503941021836004,3.525562448150762,1910.3847,15.893251304065693,0.5189598899235556,0.2425127065283366,0
I,USD,STD,INDL,C,ABII,2009-12-31,178855,ABRAXIS BIOSCIENCE INC,14.0,2009,28.911,1068.38,203.312,222.115,47.271,192.747,56.819,-45.627,-103.116,359.05,358.049,94.473,40.107,40.55,2836.0,ABRAXIS BIOSCIENCE,1,0.0,-0.1270770087731513,0.0,0.263119342709929,-0.0965162208203073,0.8677802039484052,1626.33885,-35.64422052731935,0.3360695632640071,0.1902993316984593,0
I,USD,STD,INDL,C,CSS,2007-03-31,2556,CSS INDUSTRIES INC,11.0,2006,12.212,343.07,100.091,81.96,37.169,188.309,14.195,56.325,23.889,530.686,95.216,5.289,10.845,37.48,2670.0,CSS INDUSTRIES,1,30.587,0.1061362086054653,0.0891567318623021,0.0099663454472136,0.0696330195003935,2.297571986334797,406.4706,7.216521970705725,1.5468738158393331,0.2917509546156761,0
I,USD,STD,INDL,C,AVIV.1,2014-12-31,180659,AVIV REIT INC,11.0,2014,18.582,2020.43,10.036,1270.482,92.16,47.842,12.13,35.723,35.792,184.042,36.163,0.0,48.425,34.48,6798.0,AVIV REIT,1,1200.71,0.1158586294537956,0.594284385007152,0.0,0.0177150408576392,0.3234529025191676,1669.6939999999995,5.4193478578814185,0.0910905104358973,0.0049672594447716,5
I,USD,STD,INDL,C,BGC.1,2017-12-31,25405,GENERAL CABLE CORP/DE,11.0,2017,437.5,2235.3,86.1,2103.5,714.2,801.8,70.8,153.7,-56.6,3837.2,350.5,85.4,50.584,29.6,3350.0,GENERAL CABLE /DE,1,1085.7,0.0400552486187845,0.4857066165615353,0.02225581152924,-0.0253209859974052,0.3811742334204896,1497.2864000000002,9.741616135328565,1.716637587795821,0.0385183196886323,0
I,USD,STD,INDL,C,FNSR,2019-04-30,126417,FINISAR CORP,14.0,2018,132.44,2352.167,914.185,738.006,263.394,1307.092,99.13,145.809,-53.216,1280.48,306.295,209.879,118.006,24.11,3577.0,FINISAR,1,512.105,0.1138705797825815,0.2177162590921478,0.1639065038110708,-0.0226242439418629,1.7711129719812575,2845.12466,19.512682070379743,0.5443831156546283,0.3886565027058027,0
I,USD,STD,INDL,C,PAET,2010-12-31,176833,PAETEC HOLDING CORP,14.0,2010,102.169,2007.938,95.533,1871.053,253.175,32.218,196.2,254.908,-57.741,1623.816,559.673,125.076,144.026,3.74,4899.0,PAETEC,1,1448.089,0.1569808401937165,0.7211821281334383,0.0770259684594806,-0.0287563659834118,0.0172191808569826,538.6572400000001,2.113143722441038,0.808698276540411,0.0475776642505894,0
I,USD,STD,INDL,C,AMMD,2010-12-31,138741,AMERICAN MEDICAL SYSTMS HLDS,14.0,2010,8.833,1053.434,77.815,384.873,98.518,162.875,21.607,176.341,87.01,542.316,284.298,7.045,76.777,18.86,3842.0,AMERICAN MEDICAL SYSTMS HLDS,1,235.093,0.3251628202007685,0.2231682288591406,0.0129905811371967,0.082596536660104,0.4231915463022867,1448.01422,8.21144385026738,0.5148077620429947,0.0738679404689805,0
I,USD,STD,INDL,C,CJ,2014-12-31,186336,C&J ENERGY SERVICES INC,11.0,2014,229.191,1612.746,10.017,830.849,290.767,175.756,108.145,252.031,68.823,1607.944,193.205,307.598,55.333,13.21,1389.0,C&J ENERGY SERVICES,1,353.748,0.1567411551646077,0.2193451417644192,0.1912989507097262,0.042674419902452,0.2115378365984673,730.94893,2.9002342172193103,0.9970224697503512,0.0062111454624596,0
A,USD,STD,INDL,C,SYBRQ,2006-12-31,24432,SYNERGY BRANDS INC,19.0,2006,2.169,20.868,0.645,15.208,13.965,9.286,0.178,0.605,-2.674,71.76,4.287,0.036,6.483,0.9289,5080.0,SYNERGY BRANDS,1,12.019,0.0084308807134894,0.5759536131876558,0.0005016722408026,-0.1281387770749472,0.6105996843766438,6.0220587,9.953816033057851,3.438757906843014,0.0309085681426107,0
I,USD,STD,INDL,C,LAF,2005-12-31,6552,LAFARGE NORTH AMERICA INC,11.0,2005,295.9,5552.6,691.9,2296.8,791.2,933.0,230.2,796.1,271.0,4574.6,472.2,383.5,75.3,55.02,3270.0,LAFARGE NORTH AMERICA,1,787.0,0.1740261443623486,0.1417354032345207,0.0838324662265553,0.0488059647732593,0.4062173458725182,4143.006,5.204127622158021,0.8238662968699348,0.1246082916111371,0
I,USD,STD,INDL,C,PHRM.,2007-12-31,155795,PHARMION CORP,14.0,2007,14.32,443.324,248.529,84.379,44.972,242.148,12.597,-40.051,-63.86,267.3,236.972,6.736,37.353,62.86,2834.0,PHARMION,1,0.179,-0.149835390946502,0.000403767898873,0.025200149644594,-0.1440481453744891,2.869766174048045,2348.00958,-58.62549199770292,0.6029450244065289,0.5606035315029189,0
I,USD,STD,INDL,C,PVTL,2019-01-31,33321,PIVOTAL SOFTWARE INC,11.0,2018,18.421,1850.468,701.733,584.99,309.443,581.511,18.158,-127.156,-141.903,657.494,557.015,9.411,265.638,18.49,7370.0,PIVOTAL SOFTWARE,1,0.0,-0.1933949207141053,0.0,0.014313438601721,-0.0766849251108368,0.994052889792988,4911.64662,-38.62693557519896,0.3553122777589237,0.3792192029259624,0
I,USD,STD,INDL,C,ABGX,2005-12-31,112178,ABGENIX INC,14.0,2005,6.419,650.278,332.822,573.702,7.868,312.754,30.527,-133.342,-206.955,18.346,62.247,6.836,91.262,21.49,2836.0,ABGENIX,1,509.87,-7.268178349503979,0.7840800396138267,0.3726152839856099,-0.3182561919671279,0.5451506182652318,1961.22038,-14.70819681720688,0.0282125490943873,0.5118149468381216,1
I,USD,STD,INDL,C,PNK,2017-12-31,5671,PINNACLE ENTERTAINMENT INC,14.0,2017,81.071,3950.228,184.218,4271.199,53.998,-60.717,217.025,669.395,63.104,2561.848,457.003,78.941,57.629,32.73,7990.0,PINNACLE ENTERTAINMENT,1,3925.853,0.261293800412827,0.9938294700964097,0.0308140842079623,0.0159747741143042,-0.0142154462950567,1886.19717,2.8177640556024466,0.6485316796903875,0.0466347765242917,0
I,USD,STD,INDL,C,ASCA.1,2012-12-31,29143,AMERISTAR CASINOS INC,14.0,2012,23.349,2074.274,95.973,2096.533,11.034,-57.423,106.317,341.117,76.335,1195.221,244.726,133.137,32.898,26.24,7990.0,AMERISTAR CASINOS,1,1934.109,0.2854007752541162,0.932426959986964,0.1113911151159492,0.0368008276630763,-0.0273895044819232,863.24352,2.5306376404576727,0.5762117251626353,0.0462682365010601,0
I,USD,STD,INDL,C,ARUN,2014-07-31,176781,ARUBA NETWORKS INC,14.0,2014,23.763,629.66,284.953,297.164,102.256,244.004,29.495,32.98,-28.965,728.933,499.506,19.417,107.557,17.86,3576.0,ARUBA NETWORKS,1,0.0,0.0452442131169805,0.0,0.0266375647693272,-0.0460010164215608,0.821108882637197,1920.96802,58.24645300181929,1.1576612775148494,0.4525505828542387,0
I,USD,STD,INDL,C,DCEL.1,2006-12-31,118304,DOBSON COMMUNICATIONS CORP,14.0,2006,96.84,3494.752,122.023,3161.006,120.445,33.59,196.303,437.885,12.781,1271.096,356.089,162.012,170.975,8.71,4812.0,DOBSON COMMUNICATIONS,1,2606.356,0.3444940429361747,0.7457914037963209,0.1274585082480001,0.0036571979928761,0.0106263638854212,1489.19225,3.4008752297977782,0.3637156513538013,0.0349160684363296,0
I,USD,STD,INDL,C,GBP,2004-12-31,29606,GABLES RESIDENTIAL TRUST,11.0,2004,32.683,1732.738,12.727,1054.976,0.0,47.842,2.96,63.543,91.667,220.486,62.247,0.0,29.456,35.79,6798.0,GABLES RESIDENTIAL TRUST,1,988.506,0.2881951688542583,0.5704878637162687,0.0,0.0529029778304625,0.3234529025191676,1054.23024,16.590816297625228,0.1272471660458765,0.0073450227328078,3
I,USD,STD,INDL,C,RSE,2015-12-31,9256,ROUSE PROPERTIES INC,11.0,2015,8.096,2529.258,39.988,1853.801,43.196,47.842,12.13,35.723,41.699,305.402,29.709,0.0,57.797,14.56,6798.0,ROUSE PROPERTIES,1,1706.513,0.1158586294537956,0.6747089462601285,0.0,0.016486653397953,0.3234529025191676,841.52432,5.4193478578814185,0.1207476659162489,0.0158101704136153,5
I,USD,STD,INDL,C,CODE,2014-12-31,163772,SPANSION INC,11.0,2014,173.698,1375.172,305.553,846.488,136.863,391.064,93.974,101.305,-70.034,1251.855,374.949,59.82,62.585,34.22,3674.0,SPANSION,1,470.021,0.0809239089191639,0.3417906996361182,0.0477850869309944,-0.0509274476210975,0.4619841037321261,2141.6587,21.14070085385716,0.9103261264772696,0.2221925693658684,0
I,USD,STD,INDL,C,TEK.1,2007-05-31,10391,TEKTRONIX INC,11.0,2006,38.038,1409.298,183.76,419.452,203.936,320.39,53.595,168.264,90.408,1105.172,541.02,30.076,78.488,30.27,3825.0,TEKTRONIX,1,0.0,0.1522514142594999,0.0,0.0272138635434122,0.0641510879884878,0.7638299495532266,2375.83176,14.119667665097705,0.7842003607469819,0.1303911592863965,0
I,USD,STD,INDL,C,6685B,2019-12-31,13712,ALERIS CORP,1.0,2019,279.5,2712.2,62.1,2773.4,322.7,647.3,137.2,317.8,-11.8,3375.9,200.4,125.7,32.526,14.72,3350.0,ALERIS,1,1992.8,0.0941378595337539,0.7347540741833198,0.0372345152403803,-0.0043507115994395,0.2333958318309655,417.5604,5.4193478578814185,1.2447090922498345,0.0228965415529828,2
