costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,dlc,dltt,lt,rect,wcap,dp,ebitda,ni,oibdp,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,pb_company,deal_date,deal_size,deal_type2,match_score,pb_industry_code,pb_investors,pb_industry_sector,pb_industry_group,total_debt,ebitda_margin,net_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio
A,USD,STD,INDL,C,EPAM,2014-12-31,187697,EPAM SYSTEMS INC,11.0,2014,4.641,594.026,220.534,0.0,0.0,129.976,186.83,289.674,17.483,110.735,69.641,110.735,730.027,162.762,15.84,48.304,47.75,7372.0,EPAM SYSTEMS,0,,,,,,7372,,,,0.0,0.15168617051150163,0.095395101825001,0.0,0.021697827614595076,0.11723560921575825,2.2286729857819902,2306.516,20.829150675034995,1.228947891169747,0.3712531101332265
I,USD,STD,INDL,C,APRI.1,2016-12-31,62110,APRICUS BIOSCIENCES INC,14.0,2016,0.96,4.7,2.087,6.65,0.0,12.216,0.53,-7.66,0.289,-13.104,-7.433,-13.104,5.763,15.265,0.018,7.733,1.3,2834.0,APRICUS BIOSCIENCES,0,,,,,,2834,,,,6.65,-2.2738157209786567,-1.2897796286656256,1.4148936170212767,0.0031233732431025507,-1.5814893617021275,-0.6270464963981663,10.0529,-0.7671626984126984,1.2261702127659573,0.4440425531914894
A,USD,STD,INDL,C,LIN,2015-12-31,25124,LINDE PLC,14.0,2015,791.0,18319.0,147.0,256.0,8975.0,13413.0,1601.0,733.0,1106.0,3564.0,1547.0,3564.0,10776.0,1252.0,1541.0,284.879,102.4,2810.0,LINDE,0,,,,,,2810,,,,9231.0,0.3307349665924276,0.14355976243504084,0.503903051476609,0.1430029695619896,0.08444784103935804,0.05464847535972564,29171.609600000003,8.185075645342312,0.5882417162508871,0.008024455483377914
A,USD,STD,INDL,C,NEE,2009-12-31,4517,NEXTERA ENERGY INC,11.0,2009,992.0,48458.0,372.0,2589.0,16300.0,35491.0,2247.0,-2112.0,1765.0,4359.0,1615.0,4359.0,15643.0,,2938.0,413.622,52.82,4911.0,NEXTERA ENERGY,0,,,,,,4911,,,,18889.0,0.2786549894521511,0.10324106629163204,0.3898014775682034,0.1878156363868823,0.03332783028602088,-0.05950804429291933,21847.514040000002,5.012047267721955,0.32281563415741465,0.00767675100086673
I,USD,STD,INDL,C,GRIN.1,2008-12-31,184058,SMILE BRANDS GROUP INC-REDH,11.0,2008,8.698,387.535,0.7,1.342,165.08,253.624,41.209,-1.085,12.83,42.07,-11.978,42.07,445.024,29.784,10.684,1.022,,,SMILE BRANDS -REDH,0,,,,,,,,,,166.42200000000003,0.09453422736751277,-0.026915402315380744,0.4294373411433806,0.024007693967066944,-0.0309081760357129,-0.004277986310443806,,5.4193478578814185,1.1483453107461261,0.0018062884642677433
I,USD,STD,INDL,C,ALOG,2006-07-31,1633,ANALOGIC CORP,14.0,2006,17.372,488.645,258.237,0.0,0.0,56.72,52.112,334.955,14.592,24.219,25.066,24.219,351.445,118.869,13.692,13.946,45.74,3825.0,ANALOGIC,0,,,,,,3825,,,,0.0,0.0689126321330507,0.07132268206974064,0.0,0.03895915434847558,0.0512969538212813,5.905412552891396,637.89004,26.338413642181756,0.7192235672113703,0.5284756827553746
A,USD,STD,INDL,C,NUE,2017-12-31,8030,NUCOR CORP,11.0,2017,1181.346,15841.258,999.104,552.833,3242.242,6756.47,2241.045,3999.656,727.061,2631.437,1318.688,2631.437,20252.393,665.031,448.555,317.969,63.58,3312.0,NUCOR,0,,,,,,3312,,,,3795.0750000000003,0.12993215172152742,0.06511270050902133,0.23956904180210942,0.02214824687630741,0.08324389388772029,0.5919742113855312,20216.46902,7.682672630961714,1.2784586299901182,0.0630697385270791
A,USD,STD,INDL,C,LAZ,2008-12-31,162559,LAZARD INC,11.0,2008,526.614,2862.931,933.197,22.145,1264.575,2551.179,703.619,,25.421,288.853,3.138,288.853,1594.908,,18.509,66.919,29.74,6282.0,LAZARD,0,,,,,,6282,,,,1286.72,0.1811095060028541,0.0019675116056850927,0.4494414989393737,0.01160505809739496,0.0010960795073300753,,1990.17106,6.889909608001301,0.5570892208020382,0.32595860675650234
A,USD,STD,INDL,C,ATEC,2019-12-31,166555,ALPHATEC HOLDINGS INC,14.0,2019,7.772,169.948,47.113,1.803,54.373,102.714,16.15,71.928,7.578,-39.349,-57.002,-39.349,113.427,123.823,13.032,61.4,7.095,3842.0,ALPHATEC,0,,,,,,3842,,,,56.175999999999995,-0.34691034762446327,-0.5025434861188253,0.33054816767481815,0.11489327937792589,-0.3354084778873538,0.7002745487470062,435.633,-11.071005616407025,0.6674217996092923,0.2772200908513192
A,USD,STD,INDL,C,VIRT,2020-12-31,23432,VIRTU FINANCIAL INC,11.0,2020,2367.476,10082.179,1246.833,3584.293,1966.307,8227.141,3306.018,,140.995,1727.356,649.197,1727.356,3180.679,,60.359,122.012,25.17,6211.0,VIRTU FINANCIAL,0,,,,,,6211,,,,5550.6,0.5430777516373076,0.20410641878668045,0.5505357522416533,0.01897676565286846,0.06439054494073156,,3071.0420400000003,1.7778859945488945,0.31547535507949226,0.12366701682245476
I,USD,STD,INDL,C,5141B,2012-12-31,184954,TRANSUNION INTRMED HLDGS INC,1.0,2012,77.5,4320.7,154.3,10.6,1672.3,2534.8,167.4,181.5,144.2,286.1,-11.9,286.1,1140.0,383.7,69.2,,,7323.0,TRANSUNION INTRMED HLDGS,0,,,,,,7323,,,,1682.8999999999999,0.2509649122807018,-0.01043859649122807,0.3894970722336658,0.060701754385964916,-0.002754183349920152,0.07160328231024143,,5.4193478578814185,0.26384613604277085,0.035711805957368024
A,USD,STD,INDL,C,BLKB,2014-12-31,260893,BLACKBAUD INC,14.0,2014,11.436,943.183,155.444,4.375,276.196,757.267,77.523,-133.222,45.417,97.388,28.29,97.388,564.421,237.209,13.911,46.308,43.26,7370.0,BLACKBAUD,0,,,,,,7370,,,,280.571,0.17254496200531164,0.050122160585803856,0.29747249473325965,0.02464649614383589,0.02999417928440186,-0.17592473988698834,2003.28408,20.570132665215425,0.5984215152308725,0.1648078898792705
I,USD,STD,INDL,C,0015B,2010-01-31,2484,BURLINGTON COAT FACTORY INVS,1.0,2009,139.802,2393.994,27.355,14.201,1399.152,2239.494,31.278,352.337,143.76,244.24,-7.744,244.24,3297.572,1037.777,,0.001,,5651.0,BURLINGTON COAT FACTORY INVS,0,,,,,,5651,,,,1413.353,0.07406661628616448,-0.002348394515722477,0.590374495508343,,-0.0032347616577150986,0.15732884303329234,,5.4193478578814185,1.3774353653350844,0.011426511511724757
A,USD,STD,INDL,C,TGT,2007-01-31,3813,TARGET CORP,11.0,2006,6575.0,37349.0,813.0,1362.0,8675.0,21716.0,6757.0,3589.0,1524.0,6565.0,2787.0,6565.0,59490.0,13526.0,3928.0,859.771,61.36,5331.0,TARGET,0,,,,,,5331,,,,10037.0,0.11035468145906875,0.04684820978315683,0.26873544137727917,0.06602790384938645,0.07462047176631235,0.16526984711733284,52755.548559999996,8.035879445544554,1.5928137299526093,0.021767651074995314
A,USD,STD,INDL,C,FMS,2004-12-31,212782,FRESENIUS MEDICAL CARE AG,11.0,2004,305.996,7961.541,58.966,655.093,1824.33,4308.691,1514.607,508.117,232.585,1084.93,401.998,1084.93,6228.002,1233.54,278.732,210.0,26.8,8090.0,FRESENIUS MEDICAL CARE,0,,,,,,8090,,,,2479.423,0.17420193506681597,0.06454686430736534,0.31142501181617976,0.044754642018419395,0.05049248631640533,0.11792839170875796,5628.0,5.187431447190141,0.7822608713564372,0.007406355126476143
I,USD,STD,INDL,C,RAVN,2009-01-31,8958,RAVEN INDUSTRIES INC,14.0,2008,9.433,144.415,16.267,0.0,0.0,30.859,40.278,74.751,7.758,54.152,30.77,54.152,279.913,21.487,8.001,18.012,21.81,3080.0,RAVEN INDUSTRIES,0,,,,,,3080,,,,0.0,0.1934601108201477,0.10992701303619339,0.0,0.028583881420298447,0.21306650971159508,2.4223403221102435,392.84172,7.254426798640862,1.9382543364608942,0.11264065367171
A,USD,STD,INDL,C,LESL,2020-09-30,37284,LESLIE'S INC,14.0,2020,92.372,746.438,157.072,62.8,1309.784,1573.437,31.481,113.937,31.5,186.475,58.561,186.475,1112.229,305.738,20.63,186.606,,5990.0,LESLIE S,0,,,,,,5990,,,,1372.584,0.1676588184627446,0.05265192689634958,1.8388452892269687,0.01854833851661843,0.07845393723256319,0.07241281347775602,,5.4193478578814185,1.4900487381403413,0.21042872951269898
I,USD,STD,INDL,C,QHCCQ,2014-12-31,26157,QUORUM HEALTH CORP,19.0,2014,152.243,2368.439,2.559,1.22,1780.14,2358.159,473.03,296.618,122.555,266.567,7.801,266.567,2145.5,,69.066,,,8062.0,QUORUM HEALTH,0,,,,,,8062,,,,1781.3600000000001,0.1242446982055465,0.0036359822885108366,0.7521240783486508,0.03219109764623631,0.0032937305963970363,0.12578371517781456,,5.4193478578814185,0.9058709132893016,0.0010804584791924135
A,USD,STD,INDL,C,JPM,2015-12-31,2968,JPMORGAN CHASE & CO,11.0,2015,1279715.0,2351698.0,573080.0,218863.0,259133.0,2104125.0,822098.0,,4940.0,55684.0,24442.0,55684.0,100492.0,33518.0,0.0,3663.475,66.03,6020.0,JPMORGAN CHASE & CO,0,,,,,,6020,,,,477996.0,0.5541137602993274,0.2432233411614855,0.20325569014388753,0.0,0.01039334132188742,,241899.25425,4.344142918073414,0.042731677281691784,0.2436877524239932
A,USD,STD,INDL,C,SHCAY,2017-03-31,100699,SHARP CORP,19.0,2016,2746.674,15920.312,4327.412,1068.118,4832.977,13157.534,3294.157,3519.182,612.467,1173.054,-223.292,1173.054,18406.238,2884.84,694.704,4972.609,4.218,3651.0,SHARP,0,,,,,,3651,,,,5901.094999999999,0.0637313284767914,-0.012131322000726058,0.3706645322026352,0.037742856525054165,-0.014025604523328437,0.26746516482495886,20974.464762000003,17.88022099749884,1.1561480704649507,0.2718170347415302
I,USD,STD,INDL,C,ECC.1,2003-06-30,4223,ECC INTERNATIONAL CP,12.0,2003,4.008,40.123,7.727,0.0,0.0,5.485,3.103,21.123,1.431,4.449,7.546,4.449,30.535,7.097,0.616,7.905,4.3,3690.0,ECC CP,0,,,,,,3690,,,,0.0,0.1457016538398559,0.24712624856721796,0.0,0.020173571311609628,0.1880716795852753,3.8510483135824978,33.9915,7.64025623735671,0.7610348179348504,0.19258280786581264
I,USD,STD,INDL,C,STRM,2013-01-31,62666,STREAMLINE HEALTH SOLUTIONS,14.0,2012,1.496,55.267,7.5,1.25,12.438,34.042,10.167,2.553,3.969,4.44,-5.379,4.44,23.767,11.703,0.577,12.644,5.43,7373.0,STREAMLINE HEALTH SOLUTIONS,0,,,,,,7373,,,,13.688,0.1868136491774309,-0.22632221146968484,0.24767040005790072,0.02427735936382379,-0.09732751913438398,0.07499559367839727,68.65692,15.463270270270268,0.4300396258164908,0.1357048509960736
I,USD,STD,INDL,C,CSTW,2003-12-31,2865,CENTRAL STEEL & WIRE CO,19.0,2003,37.6,249.7,64.6,0.0,50.0,122.5,41.4,124.4,5.0,-3.8,-6.7,-3.8,437.3,124.9,2.9,0.274,395.0,5051.0,CENTRAL STEEL & WIRE CO,0,,,,,,5051,,,,50.0,-0.008689686713926366,-0.015321289732449119,0.20024028834601523,0.006631603018522753,-0.026832198638366042,1.0155102040816326,108.23,-28.481578947368423,1.7513015618742491,0.25871045254305164
I,USD,STD,INDL,C,ACHN.1,2016-12-31,174136,ACHILLION PHARMACEUTICALS,14.0,2016,7.002,413.875,363.819,0.351,0.301,14.421,16.676,368.564,0.955,-63.91,-61.706,-63.91,15.0,,2.508,136.722,4.13,2836.0,ACHILLION PHARMACEUTICALS,0,,,,,,2836,,,,0.6519999999999999,-4.260666666666666,-4.113733333333333,0.0015753548776804589,0.1672,-0.1490933252793718,25.55745093960197,564.66186,-8.835266155531217,0.036242826940501356,0.8790552703110843
I,USD,STD,INDL,C,GA,2011-12-31,178765,GIANT INTERACTIVE GROUP -ADR,11.0,2011,0.0,564.234,297.127,0.0,0.0,163.619,12.646,184.993,9.948,181.352,139.813,181.352,284.755,72.479,38.859,235.235,4.08,7372.0,GIANT INTERACTIVE -ADR,0,,,,,,7372,,,,0.0,0.6368702920054082,0.4909940123966216,0.0,0.13646468016364946,0.24779258251009328,1.1306327504751892,959.7588000000001,5.2922427103092335,0.5046753651853663,0.5266024379955834
I,USD,STD,INDL,C,AUSA,2002-12-31,129632,ACCESS PLANS USA INC,14.0,2002,0.137,35.056,5.72,1.304,1.259,5.574,2.898,4.891,0.94,9.357,5.478,9.357,43.116,23.156,0.92,11.852,5.521,7389.0,ACCESS PLANS USA,0,,,,,,7389,,,,2.5629999999999997,0.21701920400779293,0.1270526022822154,0.07311159287996348,0.021337786436589665,0.15626426289365586,0.8774668101901687,65.434892,6.99314865875815,1.2299178457325424,0.1631675034230945
A,USD,STD,INDL,C,CLBK,2019-12-31,33056,COLUMBIA FINANCIAL INC,14.0,2019,5645.842,8188.694,75.547,1004.139,402.883,7206.177,6135.857,,5.102,98.332,54.717,98.332,291.704,100.436,19.344,109.61,16.94,6035.0,COLUMBIA FINANCIAL,0,,,,,,6035,,,,1407.022,0.33709513753668097,0.18757713298412088,0.17182495767945413,0.06631379754819955,0.006682017913967721,,1856.7934,18.882900785095394,0.03562277452301918,0.009225769090895324
I,USD,STD,INDL,C,HKNI,2007-12-31,5475,HKN INC,19.0,2007,2.451,110.465,25.704,0.0,0.0,10.699,3.67,24.533,6.107,5.927,3.229,5.927,20.419,5.844,10.867,9.768,8.05,1311.0,HKN,0,,,,,,1311,,,,0.0,0.2902688672315,0.1581370292374749,0.0,0.5322004015867574,0.029230978137871726,2.293018039069072,78.63240000000002,13.266812890163662,0.18484587878513556,0.23268908704114424
I,USD,STD,INDL,C,FVCCQ,2004-12-31,110100,FIRST VIRTUAL COMMUNICATIONS,19.0,2004,0.0,6.758,0.66,0.0,0.0,8.062,1.681,,1.177,-17.164,-22.814,-17.164,12.724,27.853,0.404,16.462,0.22,3576.0,FIRST VIRTUAL COMMUNICATIONS,0,,,,,,3576,,,,0.0,-1.3489468720528137,-1.7929896259038038,0.0,0.03175102169129205,-3.3758508434448062,,3.6216399999999997,-0.21100209741319037,1.8828055637762653,0.0976620301864457
I,USD,STD,INDL,C,ORCI,2004-12-31,29075,OPINION RESEARCH CORP,14.0,2004,6.254,97.683,0.467,2.194,40.614,66.44,43.894,23.421,3.979,15.641,2.426,15.641,195.554,39.77,4.352,5.197,6.69,8700.0,OPINION RESEARCH,0,,,,,,8700,,,,42.808,0.07998302259222516,0.012405780500526709,0.4382338789758709,0.022254722480747006,0.024835437077075848,0.3525135460565924,34.76793,2.222871299789016,2.001924592815536,0.004780770451357964
A,USD,STD,INDL,C,WLKP,2015-12-31,20473,WESTLAKE CHEMICAL PRTNRS LP,11.0,2015,34.287,1290.349,169.559,0.0,384.006,443.182,51.582,167.593,64.369,423.701,39.831,423.701,1007.221,23.55,231.185,27.06,22.18,2860.0,WESTLAKE CHEMICAL PRTNRS LP,0,,,,,,2860,,,,384.006,0.42066338966324174,0.03954544236071329,0.2975985566695522,0.22952758133517867,0.03086839296965395,0.37815840896065267,600.1908,1.416543269900236,0.7805802926185087,0.13140553447168168
A,USD,STD,INDL,C,FARM,2008-06-30,4579,FARMER BROS CO,14.0,2008,12.169,312.984,123.259,0.0,0.0,46.529,22.735,188.841,9.757,-0.887,-7.924,-0.887,266.485,130.056,24.852,16.075,21.15,2090.0,FARMER BROS CO,0,,,,,,2090,,,,0.0,-0.0033285175525826966,-0.0297352571439293,0.0,0.09325853237518059,-0.02531758811952049,4.058565625738787,339.98625,-145.42366527830367,0.8514333001047978,0.3938188533599162
I,USD,STD,INDL,C,GNLB,2003-12-31,24179,GENELABS TECHNOLOGIES INC,14.0,2003,2.528,29.866,26.53,0.0,,,0.0,22.379,0.493,-19.913,-19.807,-19.913,2.916,,0.107,86.936,2.83,2834.0,GENELABS TECHNOLOGIES,0,,,,,,2834,,,,0.0,-6.8288751714677645,-6.792524005486968,0.0,0.036694101508916326,-0.6631956070448001,,246.02888000000002,-12.355189072465224,0.09763610794883815,0.8883010781490659
A,USD,STD,INDL,C,VIDE,2016-02-29,11169,VIDEO DISPLAY CORP,19.0,2015,0.72,11.944,0.636,0.137,0.131,3.484,1.272,6.796,0.308,-3.321,-6.146,-3.321,11.622,4.209,0.17,5.891,0.69,3670.0,VIDEO DISPLAY,0,,,,,,3670,,,,0.268,-0.2857511615900878,-0.5288246429186026,0.022438044206296047,0.014627430734813287,-0.5145679839249833,1.9506314580941448,4.0647899999999995,-1.223965672990063,0.9730408573342263,0.05324849296718017
A,USD,STD,INDL,C,BLKB,2012-12-31,260893,BLACKBAUD INC,14.0,2012,13.623,705.747,81.668,10.0,205.5,558.063,75.692,-97.947,31.879,65.215,6.583,65.215,447.419,209.867,20.557,45.651,22.83,7370.0,BLACKBAUD,0,,,,,,7370,,,,215.5,0.14575822662873059,0.014713277710602367,0.30535021757088593,0.045945746604413314,0.00932770525414915,-0.17551244214362896,1042.21233,15.981175036418001,0.6339651461501077,0.11571852235999588
I,USD,STD,INDL,C,IOGPQ,2012-12-31,23810,ION GEOPHYSICAL CORP,19.0,2012,28.688,820.583,62.471,3.496,101.832,319.441,216.92,164.693,105.282,191.777,63.315,191.777,526.317,129.306,162.277,156.357,6.51,3829.0,ION GEOPHYSICAL,0,,,,,,3829,,,,105.32799999999999,0.3643754619364375,0.12029822331408638,0.12835752142074597,0.30832559085114103,0.07715855678219022,0.5155662548013562,1017.88407,5.307644138765337,0.6413939845207615,0.0761300197542479
I,USD,STD,INDL,C,JLIC,2005-12-31,140063,JESUP & LAMONT INC,19.0,2005,2.071,9.849,1.905,1.24,0.35,4.682,2.343,,0.074,0.186,2.462,0.186,22.486,,0.162,6.599,3.63,6211.0,JESUP & LAMONT,0,,,,,,6211,,,,1.5899999999999999,0.008271813572889797,0.10949034955083163,0.16143770941212304,0.007204482789291114,0.2499746167123566,,23.95437,108.82167864101316,2.2830744237993703,0.19342065184282667
A,USD,STD,INDL,C,LNC,2004-12-31,6742,LINCOLN NATIONAL CORP,11.0,2004,,116219.265,6246.463,214.415,1388.436,110043.676,13553.129,,191.156,1213.574,707.009,1213.574,5236.274,,0.0,173.558,46.68,6311.0,LINCOLN NATIONAL,0,,,,,,6311,,,,1602.8509999999999,0.23176289094115396,0.13502139116478626,0.013791611915632059,0.0,0.006083406223572314,,8101.68744,6.6758907491426145,0.045055129199104815,0.05374722512657432
A,USD,STD,INDL,C,POM3,2020-12-31,155277,POTOMAC ELECTRIC POWER CO,0.0,2020,226.0,9264.0,65.0,44.0,3208.0,6061.0,367.0,96.0,377.0,727.0,266.0,727.0,2149.0,,773.0,,,4911.0,POTOMAC ELECTRIC POWER CO,0,,,,,,4911,,,,3252.0,0.33829688227082366,0.1237785016286645,0.35103626943005184,0.35970218706375057,0.028713298791019,0.01583897046691965,,5.4193478578814185,0.23197322970639034,0.007016407599309154
I,USD,STD,INDL,C,SYNM,2000-12-31,64626,SYNTROLEUM CORP,14.0,2000,5.178,139.878,86.497,0.0,0.731,42.194,0.572,81.722,0.993,-26.533,-25.168,-26.533,8.008,,25.793,33.137,17.0,6552.0,SYNTROLEUM,0,,,,,,6552,,,,0.731,-3.3133116883116887,-3.1428571428571432,0.005225982642016615,3.220904095904096,-0.17992822316590174,1.936815660994454,563.329,-21.231259186673196,0.05724988918915055,0.6183745835656788
I,USD,STD,INDL,C,CBPO,2016-12-31,175079,CHINA BIOLOGIC PRODUCTS HLDG,14.0,2016,6.159,604.958,183.765,0.0,0.0,83.821,44.036,319.931,12.738,157.877,104.779,157.877,341.169,71.995,49.372,27.173,107.52,2836.0,CHINA BIOLOGIC PRODUCTS HLDG,0,,,,,,2836,,,,0.0,0.4627530637308783,0.30711758688509216,0.0,0.14471420322479475,0.17320045358520758,3.8168358764510084,2921.6409599999997,18.50580489875029,0.5639548530641797,0.30376488946340074
A,USD,STD,INDL,C,VNCE,2017-01-31,19175,VINCE HOLDING CORP,14.0,2016,37.022,239.48,20.978,0.0,48.298,253.461,10.336,24.17,7.668,-3.943,-162.659,-3.943,268.199,126.762,14.287,49.428,3.05,2300.0,VINCE,0,,,,,,2300,,,,48.298,-0.014701769954399532,-0.6064862285094277,0.20167863704693503,0.053270146421127595,-0.679217471187573,0.09535983839722877,150.75539999999998,-38.233679939132635,1.119922331718724,0.0875981292801069
A,USD,STD,INDL,C,PEG,2009-12-31,8810,PUBLIC SERVICE ENTRP GRP INC,11.0,2009,1081.0,28730.0,352.0,1051.0,7645.0,19852.0,1640.0,432.0,838.0,3959.0,1592.0,3959.0,12406.0,,1794.0,505.99,33.25,4931.0,PUBLIC SERVICE ENTRP GRP,0,,,,,,4931,,,,8696.0,0.3191197807512494,0.12832500403030792,0.3026801253045597,0.1446074480090279,0.055412460842325095,0.021761031634092282,16824.1675,4.249600277847941,0.43181343543334494,0.012252001392272886
A,USD,STD,INDL,C,TZOO,2015-12-31,149721,TRAVELZOO,14.0,2015,23.655,68.579,35.128,5.658,0.0,47.192,17.754,16.046,2.2,10.346,10.864,10.346,141.716,114.746,1.282,14.518,8.37,7370.0,TRAVELZOO,0,,,,,,7370,,,,5.658,0.07300516526009766,0.07666036297948009,0.08250339025065984,0.009046261537158824,0.15841584158415845,0.34001525682319034,121.51566,11.745182679296345,2.0664634946557987,0.5122267749602648
I,USD,STD,INDL,C,REVRQ,2018-12-31,62290,REVLON INC  -CL A,19.0,2018,332.1,3016.8,87.3,357.4,2727.7,4073.6,431.3,73.4,174.6,216.8,-294.2,216.8,2576.0,1459.3,57.2,54.023,25.19,2844.0,REVLON -CL A,0,,,,,,2844,,,,3085.1,0.08416149068322981,-0.11420807453416149,1.022639883320074,0.02220496894409938,-0.09752055157783081,0.018018460329929303,1360.8393700000001,6.276934363468635,0.8538849111641474,0.02893794749403341
I,USD,STD,INDL,C,LPHIQ,2009-02-28,5835,LIFE PARTNERS HOLDINGS INC,19.0,2008,5.069,52.378,18.295,0.043,0.737,8.353,10.77,21.59,0.339,43.404,27.159,43.404,54.42,,0.414,14.859,17.11,6411.0,LIFE PARTNERS,0,,,,,,6411,,,,0.78,0.7232583440183394,0.4990628445424476,0.014891748444003207,0.007607497243660419,0.5185192256290809,2.58470010774572,254.23748999999998,5.857466823334254,1.038985833746993,0.3492878689526137
A,USD,STD,INDL,C,DAN,2016-12-31,3734,DANA INC,11.0,2016,819.0,4860.0,737.0,69.0,1595.0,3618.0,831.0,1031.0,182.0,612.0,640.0,612.0,5826.0,406.0,322.0,143.938,18.98,3714.0,DANA,0,,,,,,3714,,,,1664.0,0.10504634397528322,0.10985238585650532,0.34238683127572017,0.05526948163405424,0.13168724279835392,0.2849640685461581,2731.94324,4.463959542483661,1.1987654320987655,0.15164609053497943
A,USD,STD,INDL,C,FCF,2004-12-31,18241,FIRST COMMONWLTH FINL CP/PA,11.0,2004,3844.475,6198.478,81.994,955.423,830.625,5666.5,3473.77,,9.488,116.654,38.652,116.654,325.674,90.26,12.041,69.869,15.39,6020.0,FIRST COMMONWLTH FINL CP/PA,0,,,,,,6020,,,,1786.048,0.3581925483765975,0.11868310027819232,0.2881429925217126,0.036972555377463356,0.006235724318131,,1075.28391,9.217720009601043,0.05254096247498176,0.01322808599143209
A,USD,STD,INDL,C,SCMWY,2000-12-31,114927,SWISSCOM AG,19.0,2000,966.658,13881.586,1495.181,1685.375,2444.265,8450.098,1951.519,-452.572,1382.823,2535.28,1984.16,2535.28,8846.176,,910.165,,25.625,4813.0,SWISSCOM,0,,,,,,4813,,,,4129.639999999999,0.28659615182876763,0.22429578611142262,0.29749050288634166,0.10288795972406609,0.14293467619622138,-0.05355819541974543,,5.4193478578814185,0.6372597482737203,0.10770966660437792
I,USD,STD,INDL,C,BNHN,2009-03-31,2163,BENIHANA INC,14.0,2008,7.027,257.127,4.522,0.0,33.351,85.154,3.137,-19.054,18.761,33.546,-5.065,33.546,305.607,29.254,48.821,15.297,2.59,5812.0,BENIHANA,0,,,,,,5812,,,,33.351,0.10976842807919975,-0.016573573249303843,0.12970633189046657,0.15975092193568863,-0.01969843695916804,-0.2237593066679193,39.61923,1.1810418529780005,1.1885449602725502,0.01758664006502623
A,USD,STD,INDL,C,RYN,2002-12-31,5862,RAYONIER INC,11.0,2002,66.77,1887.196,18.924,3.52,649.628,1177.484,97.927,57.091,165.715,292.304,54.172,292.304,1117.431,42.443,77.447,27.719,45.25,2400.0,RAYONIER,0,,,,,,2400,,,,653.148,0.2615857265459791,0.04847905597750554,0.34609441732602236,0.06930808255722277,0.028705020570200444,0.048485584517496634,1254.28475,4.291028347200176,0.5921117891305409,0.010027575302194367
A,USD,STD,INDL,C,GIGAQ,2017-03-31,5165,GIGA-TRONICS INC,19.0,2016,1.107,9.074,1.421,0.632,0.114,7.354,0.954,0.62,0.827,-1.517,-1.546,-1.517,16.267,6.895,0.041,9.594,0.79,3670.0,GIGA-TRONICS,0,,,,,,3670,,,,0.746,-0.09325628573184976,-0.09503903608532613,0.08221291602380427,0.0025204401549148584,-0.17037690103592684,0.08430785966820778,7.57926,-4.996216216216216,1.7927044302402468,0.15660127837778268
A,USD,STD,INDL,C,MG,2018-12-31,180229,MISTRAS GROUP INC,11.0,2018,13.863,694.037,25.544,10.755,292.862,422.963,148.324,102.32,34.413,61.318,6.836,61.318,742.354,169.012,20.584,28.653,14.38,8711.0,MISTRAS,0,,,,,,8711,,,,303.617,0.08259940675203474,0.009208544710475056,0.43746514955254545,0.027728011164484867,0.009849618968441163,0.2419124131425207,412.03014,6.719562608043316,1.0696173258774389,0.03680495420272983
A,USD,STD,INDL,C,DJCO,2008-09-30,12568,DAILY JOURNAL CORP,14.0,2008,2.828,46.097,21.72,0.0,0.0,16.594,9.434,18.759,0.99,11.855,7.113,11.855,40.605,8.848,0.377,1.453,39.9,2711.0,DAILY JOURNAL,0,,,,,,2711,,,,0.0,0.29195911833518046,0.17517547100110825,0.0,0.00928457086565694,0.15430505238952644,1.13046884416054,57.9747,4.890316322226909,0.8808599258086208,0.4711803371152135
I,USD,STD,INDL,C,CFA.4,2000-06-30,2965,CHEMFAB CORPORATION,11.0,2000,15.959,140.717,7.619,16.184,21.0,61.007,23.485,28.804,,,9.16,,124.735,29.013,,,11.875,,CHEMFAB ORATION,0,,,,,,,,,,37.184,0.11585862945379563,0.0734356836493366,0.2642466795056745,,0.06509519105722833,0.47214254101988296,,5.4193478578814185,0.8864245258213292,0.05414413326037365
I,USD,STD,INDL,C,NS,2016-12-31,141363,NUSTAR ENERGY LP,11.0,2016,118.686,5030.545,35.942,54.0,3014.364,3418.928,170.61,87.787,214.6,573.709,150.003,573.709,1756.682,98.817,204.358,78.616,49.8,2911.0,NUSTAR ENERGY LP,0,,,,,,2911,,,,3068.364,0.32658671290535224,0.0853899567480056,0.6099466360006719,0.11633181190448812,0.029818439155200875,0.025676761838798596,3915.0768,6.824150919717139,0.34920311815121424,0.007144752705720752
A,USD,STD,INDL,C,HAL,2009-12-31,5439,HALLIBURTON CO,11.0,2009,787.0,16538.0,3394.0,750.0,3824.0,7781.0,2964.0,5749.0,931.0,3008.0,1145.0,3008.0,14675.0,202.0,1864.0,902.0,30.09,1389.0,HALLIBURTON CO,0,,,,,,1389,,,,4574.0,0.20497444633730835,0.07802385008517887,0.2765751602370299,0.12701873935264055,0.0692344902648446,0.7388510474232104,27141.18,9.022998670212766,0.8873503446607812,0.20522433184181885
